,Name,DepTime,ArrTime,NetDuration,Stops,DepartureLoc,ArrivalLoc,Varient,Price
1007,Vistara,11:30,20:15,8h 45m,2 Stop(s),Bangalore,Chennai,UK-657/707/837,"23,434"
1008,Vistara,07:45,16:20,8h 35m,2 Stop(s),Bangalore,Chennai,UK-897/830/839,"24,799"
1009,Vistara,06:40,16:20,9h 40m,2 Stop(s),Bangalore,Chennai,UK-858/994/839,"25,219"
1010,Air India,06:10,19:30,13h 20m,1 Stop,Bangalore,Chennai,AI-804/537,"26,059"
1011,Air India,10:00,19:30,9h 30m,1 Stop,Bangalore,Chennai,AI-505/537,"27,109"
1012,Vistara,07:00,16:20,9h 20m,1 Stop,Bangalore,Chennai,UK-810/839,"30,259"
1013,SpiceJet,21:20,22:20,1h 00m,Non Stop,Bangalore,Goa,SG-324,"5,373"
1014,IndiGo,21:40,22:40,1h 00m,Non Stop,Bangalore,Goa,6E-806,"5,374"
1015,IndiGo,00:35,01:55,1h 20m,Non Stop,Bangalore,Goa,6E-947,"5,374"
1016,Air Asia,14:25,18:00,3h 35m,1 Stop,Bangalore,Goa,I5-972,"5,375"
1017,Air Asia,13:25,18:00,4h 35m,1 Stop,Bangalore,Goa,I5-1228/972,"6,196"
1018,Air Asia,07:35,18:00,10h 25m,1 Stop,Bangalore,Goa,I5-1576/972,"6,196"
1019,IndiGo,19:25,20:35,1h 10m,Non Stop,Bangalore,Goa,6E-588,"7,369"
1020,Go First,15:45,16:55,1h 10m,Non Stop,Bangalore,Goa,G8-285,"7,893"
1021,Vistara,12:45,14:05,1h 20m,Non Stop,Bangalore,Goa,UK-867,"8,209"
1022,IndiGo,13:00,14:10,1h 10m,Non Stop,Bangalore,Goa,6E-6345,"8,629"
1023,Go First,17:45,23:35,5h 50m,1 Stop,Bangalore,Goa,G8-320/384,"11,117"
1024,IndiGo,06:35,07:45,1h 10m,Non Stop,Bangalore,Goa,6E-194,"11,254"
1025,Air India,08:20,22:20,14h 00m,1 Stop,Bangalore,Goa,AI-604/683,"11,254"
1026,Air India,06:45,22:20,15h 35m,1 Stop,Bangalore,Goa,AI-640/683,"11,254"
1027,Air India,19:10,22:20,27h 10m,1 Stop,Bangalore,Goa,AI-610/683,"11,464"
1028,IndiGo,07:00,14:45,7h 45m,2 Stop(s),Bangalore,Goa,6E-857/367,"11,501"
1029,Air India,08:20,14:35,6h 15m,1 Stop,Bangalore,Goa,AI-604/663,"11,569"
1030,Air India,06:45,14:35,7h 50m,1 Stop,Bangalore,Goa,AI-640/663,"11,569"
1031,Go First,21:30,06:10,8h 40m,1 Stop,Bangalore,Goa,G8-399/575,"11,851"
1032,Go First,17:45,06:10,12h 25m,1 Stop,Bangalore,Goa,G8-320/575,"11,851"
1033,Air Asia,13:40,14:45,1h 05m,Non Stop,Bangalore,Goa,I5-1453,"12,199"
1034,Air India,19:10,06:20,11h 10m,1 Stop,Bangalore,Goa,AI-610/685,"12,409"
1035,Air India,08:20,06:20,22h 00m,1 Stop,Bangalore,Goa,AI-604/685,"12,409"
1036,Air India,06:45,06:20,23h 35m,1 Stop,Bangalore,Goa,AI-640/685,"12,409"
1037,Go First,08:15,12:45,4h 30m,1 Stop,Bangalore,Goa,G8-395/331,"12,797"
1038,Go First,06:00,12:45,6h 45m,1 Stop,Bangalore,Goa,G8-385/331,"12,797"
1039,Go First,08:15,16:40,8h 25m,1 Stop,Bangalore,Goa,G8-395/382,"12,797"
1040,Go First,06:00,16:40,10h 40m,1 Stop,Bangalore,Goa,G8-385/382,"12,797"
1041,Vistara,11:30,21:20,9h 50m,1 Stop,Bangalore,Goa,UK-816/855,"13,136"
1042,Go First,05:20,20:30,15h 10m,1 Stop,Bangalore,Goa,G8-801/1914,"13,326"
1043,Vistara,06:40,12:45,6h 05m,1 Stop,Bangalore,Goa,UK-858/841,"13,564"
1044,Vistara,21:15,21:20,24h 05m,1 Stop,Bangalore,Goa,UK-814/855,"13,808"
1045,Air India,06:10,22:20,16h 10m,2 Stop(s),Bangalore,Goa,AI-804/863/683,"14,197"
1046,Air India,06:10,22:20,16h 10m,2 Stop(s),Bangalore,Goa,AI-804/865/683,"14,197"
1047,Air India,13:20,22:20,33h 00m,2 Stop(s),Bangalore,Goa,AI-501/805/683,"14,407"
1048,Air India,13:20,22:20,33h 00m,2 Stop(s),Bangalore,Goa,AI-501/605/683,"14,407"
1049,Air India,06:10,14:35,8h 25m,2 Stop(s),Bangalore,Goa,AI-804/865/663,"14,512"
1050,Vistara,08:30,12:45,4h 15m,1 Stop,Bangalore,Goa,UK-846/841,"14,614"
1051,Air India,19:10,14:35,19h 25m,1 Stop,Bangalore,Goa,AI-610/663,"14,614"
1052,Vistara,09:45,21:20,11h 35m,1 Stop,Bangalore,Goa,UK-806/855,"15,152"
1053,Air India,13:20,06:20,17h 00m,2 Stop(s),Bangalore,Goa,AI-501/605/685,"15,352"
1054,Air India,13:20,06:20,17h 00m,2 Stop(s),Bangalore,Goa,AI-501/805/685,"15,352"
1055,Air India,10:00,22:20,12h 20m,2 Stop(s),Bangalore,Goa,AI-505/863/683,"15,699"
1056,Air India,17:00,06:20,13h 20m,2 Stop(s),Bangalore,Goa,AI-503/605/685,"15,930"
1057,Go First,05:45,13:20,7h 35m,1 Stop,Bangalore,Goa,G8-116/286,"16,056"
1058,Go First,21:30,13:20,15h 50m,1 Stop,Bangalore,Goa,G8-118/286,"16,056"
1059,Go First,05:45,23:10,17h 25m,1 Stop,Bangalore,Goa,G8-116/194,"16,056"
1060,Air India,06:10,13:35,7h 25m,1 Stop,Bangalore,Goa,AI-804/885,"16,189"
1061,Air India,13:20,00:40,11h 20m,1 Stop,Bangalore,Goa,AI-501/883,"16,189"
1062,Air India,06:10,00:40,18h 30m,1 Stop,Bangalore,Goa,AI-804/883,"16,189"
1063,Air India,17:00,00:40,7h 40m,1 Stop,Bangalore,Goa,AI-503/883,"16,714"
1064,Air India,10:00,00:40,14h 40m,1 Stop,Bangalore,Goa,AI-505/883,"17,239"
1065,Air India,13:20,13:35,24h 15m,1 Stop,Bangalore,Goa,AI-501/885,"17,239"
1066,Air India,17:00,13:35,20h 35m,1 Stop,Bangalore,Goa,AI-503/885,"17,764"
1067,Vistara,07:45,21:20,13h 35m,2 Stop(s),Bangalore,Goa,UK-897/880/855,"17,945"
1068,Vistara,07:45,21:20,37h 35m,2 Stop(s),Bangalore,Goa,UK-897/860/855,"17,945"
1069,Air India,10:00,13:35,27h 35m,1 Stop,Bangalore,Goa,AI-505/885,"18,289"
1070,Vistara,17:30,21:20,27h 50m,2 Stop(s),Bangalore,Goa,UK-915/914/855,"18,554"
1071,Vistara,21:40,12:45,15h 05m,1 Stop,Bangalore,Goa,UK-866/841,"18,604"
1072,Vistara,19:40,21:20,25h 40m,1 Stop,Bangalore,Goa,UK-818/855,"19,024"
1073,Vistara,18:50,21:20,26h 30m,1 Stop,Bangalore,Goa,UK-802/855,"19,024"
1074,Vistara,17:45,21:20,27h 35m,1 Stop,Bangalore,Goa,UK-820/855,"19,024"
1075,Vistara,19:00,12:45,17h 45m,1 Stop,Bangalore,Goa,UK-864/841,"19,129"
1076,Vistara,18:25,12:45,18h 20m,1 Stop,Bangalore,Goa,UK-854/841,"19,129"
1077,Vistara,11:30,21:20,9h 50m,2 Stop(s),Bangalore,Goa,UK-657/707/855,"19,205"
1078,Vistara,17:30,21:20,27h 50m,2 Stop(s),Bangalore,Goa,UK-915/912/855,"19,310"
1079,Vistara,08:00,21:20,13h 20m,1 Stop,Bangalore,Goa,UK-808/855,"20,074"
1080,Vistara,19:55,12:45,16h 50m,1 Stop,Bangalore,Goa,UK-850/841,"20,704"
1081,Vistara,11:30,13:50,26h 20m,1 Stop,Bangalore,Goa,UK-816/847,"20,914"
1082,Vistara,21:15,13:50,16h 35m,1 Stop,Bangalore,Goa,UK-814/847,"21,334"
1083,Vistara,19:40,13:50,18h 10m,1 Stop,Bangalore,Goa,UK-818/847,"23,749"
1084,Vistara,18:50,13:50,19h 00m,1 Stop,Bangalore,Goa,UK-802/847,"23,749"
1085,Vistara,17:45,13:50,20h 05m,1 Stop,Bangalore,Goa,UK-820/847,"23,749"
1086,Vistara,09:30,21:20,11h 50m,3 Stop(s),Bangalore,Goa,UK-852/618/855,"25,081"
1087,Vistara,07:00,21:20,14h 20m,1 Stop,Bangalore,Goa,UK-810/855,"28,369"
1088,Vistara,07:00,13:50,6h 50m,1 Stop,Bangalore,Goa,UK-810/847,"31,204"
1089,Air India,07:05,11:10,4h 05m,1 Stop,Mumbai,New Delhi,AI-635,"5,943"
1090,Go First,05:55,08:00,2h 05m,Non Stop,Mumbai,New Delhi,G8-329,"7,308"
1091,Vistara,06:00,08:05,2h 05m,Non Stop,Mumbai,New Delhi,UK-954,"7,308"
1092,IndiGo,12:05,14:10,2h 05m,Non Stop,Mumbai,New Delhi,6E-168,"7,308"
1093,IndiGo,12:40,14:45,2h 05m,Non Stop,Mumbai,New Delhi,6E-5356,"7,308"
1094,Go First,18:00,20:05,2h 05m,Non Stop,Mumbai,New Delhi,G8-339,"7,308"
1095,IndiGo,06:05,08:15,2h 10m,Non Stop,Mumbai,New Delhi,6E-5332,"7,308"
1096,Air Asia,07:20,09:30,2h 10m,Non Stop,Mumbai,New Delhi,I5-767,"7,308"
1097,Go First,08:55,11:05,2h 10m,Non Stop,Mumbai,New Delhi,G8-327,"7,308"
1098,IndiGo,10:10,12:20,2h 10m,Non Stop,Mumbai,New Delhi,6E-6821,"7,308"
1099,IndiGo,14:25,16:35,2h 10m,Non Stop,Mumbai,New Delhi,6E-993,"7,308"
1100,Air India,18:00,20:10,2h 10m,Non Stop,Mumbai,New Delhi,AI-660,"7,308"
1101,IndiGo,18:35,20:45,2h 10m,Non Stop,Mumbai,New Delhi,6E-2113,"7,308"
1102,Vistara,22:45,00:55,2h 10m,Non Stop,Mumbai,New Delhi,UK-986,"7,308"
1103,IndiGo,23:30,01:40,2h 10m,Non Stop,Mumbai,New Delhi,6E-248,"7,308"
1104,IndiGo,09:25,11:40,2h 15m,Non Stop,Mumbai,New Delhi,6E-2172,"7,308"
1105,Go First,09:55,12:10,2h 15m,Non Stop,Mumbai,New Delhi,G8-319,"7,308"
1106,Go First,14:35,16:50,2h 15m,Non Stop,Mumbai,New Delhi,G8-391,"7,308"
1107,IndiGo,15:55,18:10,2h 15m,Non Stop,Mumbai,New Delhi,6E-2012,"7,308"
1108,IndiGo,17:10,19:25,2h 15m,Non Stop,Mumbai,New Delhi,6E-2103,"7,308"
1109,Air India,19:10,21:25,2h 15m,Non Stop,Mumbai,New Delhi,AI-888,"7,308"
1110,Go First,21:30,23:45,2h 15m,Non Stop,Mumbai,New Delhi,G8-322,"7,308"
1111,Vistara,21:55,00:10,2h 15m,Non Stop,Mumbai,New Delhi,UK-950,"7,308"
1112,IndiGo,04:50,07:10,2h 20m,Non Stop,Mumbai,New Delhi,6E-2056,"7,308"
1113,Air India,10:00,12:20,2h 20m,Non Stop,Mumbai,New Delhi,AI-809,"7,308"
1114,SpiceJet,16:00,18:20,2h 20m,Non Stop,Mumbai,New Delhi,SG-8702,"7,308"
1115,SpiceJet,19:35,21:55,2h 20m,Non Stop,Mumbai,New Delhi,SG-8158,"7,308"
1116,IndiGo,20:35,22:55,2h 20m,Non Stop,Mumbai,New Delhi,6E-2518,"7,308"
1117,Air India,15:25,19:10,3h 45m,1 Stop,Mumbai,New Delhi,AI-442,"7,308"
1118,IndiGo,18:55,23:15,4h 20m,1 Stop,Mumbai,New Delhi,6E-6993/984,"7,308"
1119,IndiGo,17:45,22:40,4h 55m,1 Stop,Mumbai,New Delhi,6E-6735/6246,"7,308"
1120,Go First,10:50,16:15,5h 25m,1 Stop,Mumbai,New Delhi,G8-287/196,"7,308"
1121,IndiGo,16:50,23:25,6h 35m,1 Stop,Mumbai,New Delhi,6E-6515/2405,"7,308"
1122,Go First,04:05,10:55,6h 50m,2 Stop(s),Mumbai,New Delhi,G8-386/358,"7,308"
1123,Go First,13:00,20:10,7h 10m,2 Stop(s),Mumbai,New Delhi,G8-383/285,"7,308"
1124,Go First,10:50,18:10,7h 20m,2 Stop(s),Mumbai,New Delhi,G8-287/197,"7,308"
1125,Go First,10:50,18:10,7h 20m,2 Stop(s),Mumbai,New Delhi,G8-287/197,"7,308"
1126,Go First,10:45,18:10,7h 25m,1 Stop,Mumbai,New Delhi,G8-3184/197,"7,308"
1127,IndiGo,21:30,05:50,8h 20m,1 Stop,Mumbai,New Delhi,6E-6045/158,"7,308"
1128,Go First,10:50,19:20,8h 30m,2 Stop(s),Mumbai,New Delhi,G8-287/189,"7,308"
1129,Go First,10:45,19:20,8h 35m,1 Stop,Mumbai,New Delhi,G8-3184/189,"7,308"
1130,Go First,11:30,20:10,8h 40m,1 Stop,Mumbai,New Delhi,G8-331/285,"7,308"
1131,SpiceJet,09:50,18:35,8h 45m,1 Stop,Mumbai,New Delhi,SG-678/8151,"7,308"
1132,Go First,04:05,13:00,8h 55m,2 Stop(s),Mumbai,New Delhi,G8-386/193,"7,308"
1133,IndiGo,22:45,07:45,9h 00m,1 Stop,Mumbai,New Delhi,6E-624/2177,"7,308"
1134,IndiGo,12:40,22:40,10h 00m,1 Stop,Mumbai,New Delhi,6E-5273/6246,"7,308"
1135,IndiGo,21:30,07:40,10h 10m,1 Stop,Mumbai,New Delhi,6E-6045/6288,"7,308"
1136,SpiceJet,09:50,20:20,10h 30m,1 Stop,Mumbai,New Delhi,SG-678/919,"7,308"
1137,IndiGo,18:55,05:50,10h 55m,1 Stop,Mumbai,New Delhi,6E-6993/158,"7,308"
1138,SpiceJet,09:50,21:10,11h 20m,1 Stop,Mumbai,New Delhi,SG-678/8494,"7,308"
1139,SpiceJet,20:50,09:05,12h 15m,1 Stop,Mumbai,New Delhi,SG-467/8373,"7,308"
1140,IndiGo,19:30,21:40,2h 10m,Non Stop,Mumbai,New Delhi,6E-439,"7,728"
1141,SpiceJet,19:35,08:55,13h 20m,1 Stop,Mumbai,New Delhi,SG-251/8102,"7,728"
1142,Vistara,12:25,14:30,2h 05m,Non Stop,Mumbai,New Delhi,UK-952,"7,833"
1143,Vistara,11:55,14:05,2h 10m,Non Stop,Mumbai,New Delhi,UK-960,"7,833"
1144,Vistara,17:35,19:45,2h 10m,Non Stop,Mumbai,New Delhi,UK-910,"7,833"
1145,Vistara,14:40,16:55,2h 15m,Non Stop,Mumbai,New Delhi,UK-944,"7,833"
1146,Vistara,15:45,18:05,2h 20m,Non Stop,Mumbai,New Delhi,UK-902,"7,833"
1147,IndiGo,08:30,10:40,2h 10m,Non Stop,Mumbai,New Delhi,6E-2137,"8,148"
1148,IndiGo,07:45,10:00,2h 15m,Non Stop,Mumbai,New Delhi,6E-5341,"8,148"
1149,IndiGo,09:40,15:20,5h 40m,1 Stop,Mumbai,New Delhi,6E-5334/6026,"8,148"
1150,Vistara,06:30,08:35,2h 05m,Non Stop,Mumbai,New Delhi,UK-928,"8,358"
1151,Air Asia,18:10,01:20,7h 10m,1 Stop,Mumbai,New Delhi,I5-338/749,"8,358"
1152,IndiGo,16:55,20:55,4h 00m,1 Stop,Mumbai,New Delhi,6E-802/6941,"8,568"
1153,SpiceJet,07:05,09:20,2h 15m,Non Stop,Mumbai,New Delhi,SG-8152,"8,778"
1154,Vistara,20:55,23:00,2h 05m,Non Stop,Mumbai,New Delhi,UK-988,"8,883"
1155,Vistara,18:30,20:40,2h 10m,Non Stop,Mumbai,New Delhi,UK-996,"8,883"
1156,IndiGo,09:25,18:05,8h 40m,1 Stop,Mumbai,New Delhi,6E-2047/6824,"8,883"
1157,Air Asia,20:40,10:55,14h 15m,1 Stop,Mumbai,New Delhi,I5-679/315,"9,198"
1158,Air Asia,18:10,08:55,14h 45m,1 Stop,Mumbai,New Delhi,I5-338/1528,"9,198"
1159,IndiGo,07:00,09:05,2h 05m,Non Stop,Mumbai,New Delhi,6E-5398,"9,408"
1160,Vistara,10:25,12:40,2h 15m,Non Stop,Mumbai,New Delhi,UK-994,"9,408"
1161,Air India,18:35,23:40,5h 05m,1 Stop,Mumbai,New Delhi,AI-637/532,"9,513"
1162,Vistara,19:45,21:55,2h 10m,Non Stop,Mumbai,New Delhi,UK-940,"10,248"
1163,IndiGo,16:55,23:15,6h 20m,1 Stop,Mumbai,New Delhi,6E-802/984,"10,668"
1164,Go First,19:10,00:10,5h 00m,1 Stop,Mumbai,New Delhi,G8-364/714,"10,851"
1165,IndiGo,15:00,21:15,6h 15m,1 Stop,Mumbai,New Delhi,6E-843/2279,"10,878"
1166,IndiGo,15:00,00:20,9h 20m,1 Stop,Mumbai,New Delhi,6E-843/6013,"10,878"
1167,Vistara,07:30,09:40,2h 10m,Non Stop,Mumbai,New Delhi,UK-930,"10,983"
1168,Vistara,16:05,16:30,24h 25m,1 Stop,Mumbai,New Delhi,UK-651/707,"11,508"
1169,IndiGo,17:40,21:35,3h 55m,1 Stop,Mumbai,New Delhi,6E-6107/6265,"11,666"
1170,IndiGo,07:15,13:45,6h 30m,1 Stop,Mumbai,New Delhi,6E-164/5008,"11,666"
1171,Air India,05:05,16:45,11h 40m,1 Stop,Mumbai,New Delhi,AI-685/886,"12,033"
1172,Air India,20:10,12:20,16h 10m,1 Stop,Mumbai,New Delhi,AI-619/543,"12,033"
1173,Air India,05:05,03:55,22h 50m,1 Stop,Mumbai,New Delhi,AI-685/884,"12,033"
1174,Air India,16:35,17:20,24h 45m,1 Stop,Mumbai,New Delhi,AI-655/404,"12,105"
1175,Vistara,06:00,16:30,10h 30m,1 Stop,Mumbai,New Delhi,UK-653/707,"12,558"
1176,Vistara,21:20,15:40,18h 20m,1 Stop,Mumbai,New Delhi,UK-869/880,"12,558"
1177,Vistara,19:20,15:40,20h 20m,1 Stop,Mumbai,New Delhi,UK-875/880,"12,558"
1178,IndiGo,09:40,17:05,7h 25m,1 Stop,Mumbai,New Delhi,6E-5334/6192,"12,663"
1179,Go First,08:40,16:10,7h 30m,1 Stop,Mumbai,New Delhi,G8-2411/2404,"12,741"
1180,Vistara,06:00,19:50,13h 50m,1 Stop,Mumbai,New Delhi,UK-653/638,"12,768"
1181,Air India,21:00,03:55,6h 55m,1 Stop,Mumbai,New Delhi,AI-683/884,"12,873"
1182,Air India,21:00,16:45,19h 45m,1 Stop,Mumbai,New Delhi,AI-683/886,"12,873"
1183,Air India,20:10,23:00,26h 50m,1 Stop,Mumbai,New Delhi,AI-619/840,"12,873"
1184,Vistara,21:20,22:45,25h 25m,1 Stop,Mumbai,New Delhi,UK-869/870,"13,083"
1185,Vistara,19:20,22:45,27h 25m,1 Stop,Mumbai,New Delhi,UK-875/870,"13,083"
1186,SpiceJet,11:15,17:45,6h 30m,1 Stop,Mumbai,New Delhi,SG-488/8172,"13,360"
1187,Vistara,12:10,16:20,4h 10m,1 Stop,Mumbai,New Delhi,UK-852/618,"13,365"
1188,Air India,05:55,00:15,18h 20m,1 Stop,Mumbai,New Delhi,AI-649/480,"13,463"
1189,Vistara,21:20,09:00,11h 40m,1 Stop,Mumbai,New Delhi,UK-869/860,"13,608"
1190,Vistara,19:20,09:00,13h 40m,1 Stop,Mumbai,New Delhi,UK-875/860,"13,608"
1191,Vistara,21:20,19:55,22h 35m,1 Stop,Mumbai,New Delhi,UK-869/890,"13,608"
1192,Vistara,19:20,19:55,24h 35m,1 Stop,Mumbai,New Delhi,UK-875/890,"13,608"
1193,Air India,06:10,12:50,6h 40m,1 Stop,Mumbai,New Delhi,AI-603/505,"14,028"
1194,IndiGo,08:00,15:20,7h 20m,1 Stop,Mumbai,New Delhi,6E-5247/6917,"14,028"
1195,Air India,16:40,00:30,7h 50m,1 Stop,Mumbai,New Delhi,AI-607/808,"14,028"
1196,Air India,06:10,19:50,13h 40m,1 Stop,Mumbai,New Delhi,AI-603/503,"14,028"
1197,Air India,16:40,08:55,16h 15m,1 Stop,Mumbai,New Delhi,AI-607/804,"14,028"
1198,Vistara,21:20,12:30,15h 10m,1 Stop,Mumbai,New Delhi,UK-869/830,"14,133"
1199,Vistara,19:20,12:30,17h 10m,1 Stop,Mumbai,New Delhi,UK-875/830,"14,133"
1200,Vistara,06:00,12:40,6h 40m,1 Stop,Mumbai,New Delhi,UK-845/806,"14,448"
1201,Vistara,06:00,14:10,8h 10m,1 Stop,Mumbai,New Delhi,UK-845/816,"14,448"
1202,Vistara,16:00,23:50,7h 50m,1 Stop,Mumbai,New Delhi,UK-853/814,"14,553"
1203,Vistara,09:05,23:50,14h 45m,1 Stop,Mumbai,New Delhi,UK-863/814,"14,553"
1204,SpiceJet,05:55,17:30,11h 35m,1 Stop,Mumbai,New Delhi,SG-241/8264,"14,662"
1205,Air India,09:30,19:50,10h 20m,1 Stop,Mumbai,New Delhi,AI-639/503,"14,868"
1206,Vistara,06:00,20:20,14h 20m,1 Stop,Mumbai,New Delhi,UK-845/820,"14,868"
1207,Air India,09:30,00:30,15h 00m,1 Stop,Mumbai,New Delhi,AI-639/808,"14,868"
1208,Vistara,09:05,14:10,5h 05m,1 Stop,Mumbai,New Delhi,UK-863/816,"14,973"
1209,SpiceJet,14:25,23:30,9h 05m,1 Stop,Mumbai,New Delhi,SG-923/8390,"15,050"
1210,Air India,06:10,15:40,9h 30m,1 Stop,Mumbai,New Delhi,AI-603/501,"15,078"
1211,Vistara,10:25,16:55,6h 30m,1 Stop,Mumbai,New Delhi,UK-647/612,"15,236"
1212,IndiGo,16:50,21:55,5h 05m,1 Stop,Mumbai,New Delhi,6E-6515/7404,"15,393"
1213,Vistara,16:00,22:25,6h 25m,1 Stop,Mumbai,New Delhi,UK-853/818,"15,393"
1214,Vistara,09:05,20:20,11h 15m,1 Stop,Mumbai,New Delhi,UK-863/820,"15,393"
1215,Vistara,09:05,22:25,13h 20m,1 Stop,Mumbai,New Delhi,UK-863/818,"15,393"
1216,SpiceJet,08:25,18:00,9h 35m,1 Stop,Mumbai,New Delhi,SG-397/8199,"15,544"
1217,Vistara,17:30,23:50,6h 20m,1 Stop,Mumbai,New Delhi,UK-849/814,"15,603"
1218,Vistara,11:25,17:05,5h 40m,1 Stop,Mumbai,New Delhi,UK-841/848,"15,708"
1219,Vistara,11:25,00:40,13h 15m,1 Stop,Mumbai,New Delhi,UK-841/856,"15,708"
1220,Vistara,16:00,21:35,5h 35m,1 Stop,Mumbai,New Delhi,UK-853/802,"15,813"
1221,Vistara,09:05,21:35,12h 30m,1 Stop,Mumbai,New Delhi,UK-863/802,"15,813"
1222,Go First,10:50,19:55,9h 05m,1 Stop,Mumbai,New Delhi,G8-306/175,"15,829"
1223,Air India,09:30,15:40,6h 10m,1 Stop,Mumbai,New Delhi,AI-639/501,"15,918"
1224,Vistara,06:20,15:40,9h 20m,1 Stop,Mumbai,New Delhi,UK-873/880,"15,918"
1225,Vistara,06:20,19:55,13h 35m,1 Stop,Mumbai,New Delhi,UK-873/890,"15,918"
1226,Vistara,07:00,12:40,5h 40m,1 Stop,Mumbai,New Delhi,UK-851/806,"16,023"
1227,Vistara,07:00,14:10,7h 10m,1 Stop,Mumbai,New Delhi,UK-851/816,"16,023"
1228,SpiceJet,15:35,20:45,5h 10m,1 Stop,Mumbai,New Delhi,SG-455/958,"16,374"
1229,Go First,10:50,17:40,6h 50m,1 Stop,Mumbai,New Delhi,G8-287/171,"16,391"
1230,Vistara,06:45,13:25,6h 40m,1 Stop,Mumbai,New Delhi,UK-821/836,"16,443"
1231,Vistara,07:00,20:20,13h 20m,1 Stop,Mumbai,New Delhi,UK-851/820,"16,443"
1232,SpiceJet,11:15,20:45,9h 30m,1 Stop,Mumbai,New Delhi,SG-488/958,"16,856"
1233,Vistara,07:00,21:35,14h 35m,1 Stop,Mumbai,New Delhi,UK-851/802,"16,863"
1234,Vistara,06:20,12:30,6h 10m,1 Stop,Mumbai,New Delhi,UK-873/830,"16,968"
1235,Vistara,06:20,22:45,16h 25m,1 Stop,Mumbai,New Delhi,UK-873/870,"16,968"
1236,Go First,12:45,19:25,6h 40m,1 Stop,Mumbai,New Delhi,G8-349/1405,"16,993"
1237,Air India,20:10,08:55,12h 45m,1 Stop,Mumbai,New Delhi,AI-619/559,"17,283"
1238,Vistara,17:50,23:55,6h 05m,1 Stop,Mumbai,New Delhi,UK-823/838,"17,493"
1239,Vistara,09:45,23:55,14h 10m,1 Stop,Mumbai,New Delhi,UK-825/838,"17,493"
1240,Vistara,09:45,20:00,10h 15m,1 Stop,Mumbai,New Delhi,UK-825/834,"19,488"
1241,Vistara,06:45,20:00,13h 15m,1 Stop,Mumbai,New Delhi,UK-821/834,"19,488"
1242,Air India,11:15,16:10,4h 55m,1 Stop,Mumbai,New Delhi,AI-625/432,"20,433"
1243,Air Asia,07:50,19:55,12h 05m,1 Stop,Mumbai,New Delhi,I5-631/560,"22,591"
1244,SpiceJet,08:20,18:40,10h 20m,1 Stop,Mumbai,New Delhi,SG-115/8496,"25,686"
1245,IndiGo,22:40,00:10,1h 30m,Non Stop,Mumbai,Bangalore,6E-5383,"6,258"
1246,IndiGo,06:05,07:40,1h 35m,Non Stop,Mumbai,Bangalore,6E-5352,"6,258"
1247,Go First,06:10,07:45,1h 35m,Non Stop,Mumbai,Bangalore,G8-317,"6,258"
1248,Air India,06:10,07:50,1h 40m,Non Stop,Mumbai,Bangalore,AI-603,"6,258"
1249,IndiGo,09:55,11:35,1h 40m,Non Stop,Mumbai,Bangalore,6E-6478,"6,258"
1250,Air India,16:40,18:20,1h 40m,Non Stop,Mumbai,Bangalore,AI-607,"6,258"
1251,IndiGo,17:10,18:50,1h 40m,Non Stop,Mumbai,Bangalore,6E-6221,"6,258"
1252,IndiGo,18:50,20:30,1h 40m,Non Stop,Mumbai,Bangalore,6E-5252,"6,258"
1253,IndiGo,07:45,09:30,1h 45m,Non Stop,Mumbai,Bangalore,6E-6293,"6,258"
1254,Go First,13:00,14:45,1h 45m,Non Stop,Mumbai,Bangalore,G8-383,"6,258"
1255,Go First,20:00,21:45,1h 45m,Non Stop,Mumbai,Bangalore,G8-398,"6,258"
1256,Vistara,06:00,07:50,1h 50m,Non Stop,Mumbai,Bangalore,UK-845,"6,258"
1257,Go First,21:45,23:35,1h 50m,Non Stop,Mumbai,Bangalore,G8-325,"6,258"
1258,Air Asia,18:10,20:05,1h 55m,Non Stop,Mumbai,Bangalore,I5-338,"6,258"
1259,SpiceJet,00:35,09:00,8h 25m,1 Stop,Mumbai,Bangalore,SG-712/191,"6,258"
1260,SpiceJet,20:50,08:25,11h 35m,1 Stop,Mumbai,Bangalore,SG-467/516,"6,258"
1261,SpiceJet,19:35,09:00,13h 25m,1 Stop,Mumbai,Bangalore,SG-251/3028,"6,258"
1262,SpiceJet,16:00,09:00,17h 00m,1 Stop,Mumbai,Bangalore,SG-8702/191,"6,258"
1263,SpiceJet,06:10,08:25,26h 15m,1 Stop,Mumbai,Bangalore,SG-241/516,"6,258"
1264,IndiGo,11:45,13:20,1h 35m,Non Stop,Mumbai,Bangalore,6E-5382,"6,363"
1265,IndiGo,07:00,08:45,1h 45m,Non Stop,Mumbai,Bangalore,6E-6463,"6,363"
1266,IndiGo,08:30,10:15,1h 45m,Non Stop,Mumbai,Bangalore,6E-5287,"6,363"
1267,IndiGo,20:30,22:10,1h 40m,Non Stop,Mumbai,Bangalore,6E-739,"6,468"
1268,IndiGo,14:40,16:15,1h 35m,Non Stop,Mumbai,Bangalore,6E-219,"6,626"
1269,Vistara,16:00,17:45,1h 45m,Non Stop,Mumbai,Bangalore,UK-853,"6,783"
1270,Vistara,07:00,08:50,1h 50m,Non Stop,Mumbai,Bangalore,UK-851,"6,783"
1271,Vistara,17:30,19:15,1h 45m,Non Stop,Mumbai,Bangalore,UK-849,"7,833"
